gameid,gameid_num,away,home,tm,player_code,pos,min,fgm,fga,3pm,3pa,ftm,fta,+/-,off,def,tot,ast,pf,st,to,bs,ba,pts,line
20131213BKNDET,0021300334,BKN,DET,BKN,total, ,240,36,79,12,23,15,20, ,7,31,38,24,25,4,12,4,4,99,200
20131213BKNDET,0021300334,BKN,DET,DET,total, ,240,39,83,3,10,22,31, ,9,34,43,23,21,2,13,4,4,103,-240
20131213MEMNOP,0021300335,MEM,NOP,MEM,total, ,240,40,80,6,15,12,17, ,12,30,42,24,17,3,11,2,5,98,125
20131213MEMNOP,0021300335,MEM,NOP,NOP,total, ,240,39,76,9,22,17,20, ,8,23,31,22,12,3,6,5,2,104,-145
20131213LALOKC,0021300336,LAL,OKC,LAL,total, ,240,36,87,7,25,18,31, ,15,26,41,26,17,7,19,4,8,97,700
20131213LALOKC,0021300336,LAL,OKC,OKC,total, ,240,47,99,8,25,20,23, ,20,39,59,34,25,14,14,8,4,122,-1100
20131213CHIMIL,0021300337,CHI,MIL,CHI,total, ,240,34,81,7,24,16,19, ,17,27,44,26,22,8,15,6,8,91,-180
20131213CHIMIL,0021300337,CHI,MIL,MIL,total, ,240,33,74,4,10,20,25, ,13,25,38,18,19,6,14,8,6,90,160
20131213MINSAS,0021300338,MIN,SAS,MIN,total, ,240,38,88,11,23,23,26, ,10,31,41,22,12,9,12,4,7,110,320
20131213MINSAS,0021300338,MIN,SAS,SAS,total, ,240,48,87,10,22,11,13, ,7,35,42,32,18,8,13,7,4,117,-400
20131213UTADEN,0021300339,UTA,DEN,UTA,total, ,240,38,84,8,21,19,20, ,11,33,44,24,21,6,10,6,11,103,475
20131213UTADEN,0021300339,UTA,DEN,DEN,total, ,240,36,85,7,21,14,24, ,12,34,46,22,23,7,8,11,6,93,-650
20131213SACPHX,0021300340,SAC,PHX,SAC,total, ,240,38,87,6,19,25,29, ,17,26,43,12,22,11,15,4,9,107,220
20131213SACPHX,0021300340,SAC,PHX,PHX,total, ,240,41,83,12,24,22,29, ,16,27,43,20,20,11,16,9,4,116,-260
20131213HOUGSW,0021300341,HOU,GSW,HOU,total, ,240,39,79,12,29,26,35, ,7,25,32,20,23,10,15,3,6,116,140
20131213HOUGSW,0021300341,HOU,GSW,GSW,total, ,240,43,90,6,22,20,24, ,19,37,56,22,30,6,18,6,3,112,-160
20131214LALCHA,0021300342,LAL,CHA,LAL,total, ,240,30,77,7,20,21,23, ,8,32,40,19,11,4,15,8,9,88,125
20131214LALCHA,0021300342,LAL,CHA,CHA,total, ,240,39,89,2,13,5,8, ,12,34,46,22,16,10,13,9,8,85,-145
20131214LACWAS,0021300343,LAC,WAS,LAC,total, ,240,39,69,9,21,26,31, ,5,29,34,27,20,9,10,3,3,113,-200
20131214LACWAS,0021300343,LAC,WAS,WAS,total, ,240,40,81,3,14,14,20, ,9,24,33,21,26,6,13,3,3,97,170
20131214CLEMIA,0021300344,CLE,MIA,CLE,total, ,240,39,84,10,29,19,25, ,12,27,39,18,20,7,15,1,9,107,825
20131214CLEMIA,0021300344,CLE,MIA,MIA,total, ,240,42,76,8,21,22,30, ,9,31,40,24,21,10,14,9,1,114,-1450
20131214ATLNYK,0021300345,ATL,NYK,ATL,total, ,240,40,66,15,32,11,11, ,6,28,34,22,24,6,27,1,1,106,-105
20131214ATLNYK,0021300345,ATL,NYK,NYK,total, ,240,44,87,8,19,15,18, ,15,17,32,19,16,14,11,1,1,111,-115
20131214TORCHI,0021300346,TOR,CHI,TOR,total, ,240,40,83,5,15,14,18, ,7,36,43,26,17,5,11,11,9,99,145
20131214TORCHI,0021300346,TOR,CHI,CHI,total, ,240,31,86,6,18,9,12, ,10,31,41,19,20,5,15,9,11,77,-165
20131214PORPHI,0021300347,POR,PHI,POR,total, ,240,52,93,21,37,14,20, ,15,31,46,41,16,9,18,8,5,139,-650
20131214PORPHI,0021300347,POR,PHI,PHI,total, ,240,39,87,9,15,18,26, ,9,24,33,26,15,9,14,5,8,105,475
20131214MILDAL,0021300348,MIL,DAL,MIL,total, ,240,36,81,5,17,16,19, ,8,34,42,15,15,8,16,4,3,93,500
20131214MILDAL,0021300348,MIL,DAL,DAL,total, ,240,42,88,10,24,12,18, ,12,33,45,25,18,9,16,3,4,106,-700
20131214SASUTA,0021300349,SAS,UTA,SAS,total, ,240,41,88,8,20,10,12, ,11,44,55,24,15,6,10,1,11,100,-300
20131214SASUTA,0021300349,SAS,UTA,UTA,total, ,240,35,89,6,20,8,11, ,8,34,42,17,17,5,9,11,1,84,250
20131215HOUSAC,0021300350,HOU,SAC,HOU,total, ,240,31,75,7,27,22,38, ,11,31,42,15,26,6,17,5,6,91,-260
20131215HOUSAC,0021300350,HOU,SAC,SAC,total, ,240,39,81,3,13,25,30, ,7,36,43,17,25,8,15,6,5,106,220
20131215MINMEM,0021300351,MIN,MEM,MIN,total, ,240,35,79,12,26,19,25, ,10,34,44,22,17,7,9,5,2,101,-160
20131215MINMEM,0021300351,MIN,MEM,MEM,total, ,240,37,83,5,15,14,20, ,13,34,47,17,20,5,9,2,5,93,140
20131215PORDET,0021300352,POR,DET,POR,total, ,265,41,99,7,26,22,26, ,15,32,47,24,21,9,10,3,5,111,-175
20131215PORDET,0021300352,POR,DET,DET,total, ,265,44,94,3,15,18,27, ,18,35,53,19,22,5,14,5,3,109,155
20131215ORLOKC,0021300353,ORL,OKC,ORL,total, ,240,37,82,7,24,17,26, ,9,36,45,19,18,7,14,2,7,98,970
20131215ORLOKC,0021300353,ORL,OKC,OKC,total, ,240,39,87,5,19,18,20, ,11,34,45,23,19,10,13,7,2,101,-1400
20131215NOPDEN,0021300354,NOP,DEN,NOP,total, ,240,37,85,7,24,12,19, ,9,23,32,23,23,10,13,8,7,93,250
20131215NOPDEN,0021300354,NOP,DEN,DEN,total, ,240,37,85,7,24,21,28, ,15,36,51,23,24,7,16,7,8,102,-300
20131215GSWPHX,0021300355,GSW,PHX,GSW,total, ,240,34,80,11,22,23,33, ,11,39,50,19,25,6,20,4,5,102,-120
20131215GSWPHX,0021300355,GSW,PHX,PHX,total, ,240,35,79,13,27,23,34, ,5,40,45,17,24,13,12,5,4,106,100
20131216DETIND,0021300356,DET,IND,DET,total, ,240,38,88,7,20,18,28, ,20,35,55,14,20,3,8,7,4,101,550
20131216DETIND,0021300356,DET,IND,IND,total, ,240,35,81,6,17,20,27, ,9,31,40,18,20,5,7,4,7,96,-800
20131216LALATL,0021300357,LAL,ATL,LAL,total, ,240,39,82,5,21,17,21, ,12,31,43,18,16,6,14,4,6,100,210
20131216LALATL,0021300357,LAL,ATL,ATL,total, ,240,45,92,11,27,13,15, ,15,29,44,34,18,10,10,6,4,114,-250
20131216MINBOS,0021300358,MIN,BOS,MIN,total, ,240,37,98,8,29,15,26, ,19,32,51,22,20,6,7,0,3,97,-120
20131216MINBOS,0021300358,MIN,BOS,BOS,total, ,240,38,86,7,21,18,23, ,14,36,50,19,25,3,12,3,0,101,100
20131216PHIBKN,0021300359,PHI,BKN,PHI,total, ,240,37,90,8,30,12,20, ,8,31,39,21,24,14,19,0,2,94,330
20131216PHIBKN,0021300359,PHI,BKN,BKN,total, ,240,47,78,21,35,15,26, ,4,38,42,35,20,10,20,2,0,130,-400
20131216UTAMIA,0021300360,UTA,MIA,UTA,total, ,240,39,84,5,18,11,17, ,11,22,33,17,20,7,14,2,8,94,750
20131216UTAMIA,0021300360,UTA,MIA,MIA,total, ,240,45,71,6,15,21,26, ,6,35,41,28,14,10,14,8,2,117,-1200
20131216WASNYK,0021300361,WAS,NYK,WAS,total, ,240,39,72,11,18,13,17, ,6,35,41,21,25,4,19,3,6,102,110
20131216WASNYK,0021300361,WAS,NYK,NYK,total, ,240,33,79,11,30,24,31, ,9,26,35,21,20,9,9,6,3,101,-130
20131216ORLCHI,0021300362,ORL,CHI,ORL,total, ,240,33,83,5,12,12,16, ,9,45,54,21,20,4,11,3,5,83,250
20131216ORLCHI,0021300362,ORL,CHI,CHI,total, ,240,28,81,5,18,21,26, ,7,38,45,19,20,4,5,5,3,82,-300
20131216SASLAC,0021300363,SAS,LAC,SAS,total, ,240,37,76,6,18,12,21, ,9,27,36,20,27,8,22,3,4,92,-150
20131216SASLAC,0021300363,SAS,LAC,LAC,total, ,240,39,76,11,23,26,35, ,9,34,43,19,20,12,18,4,3,115,130
20131217SACCHA,0021300364,SAC,CHA,SAC,total, ,240,30,80,4,15,23,28, ,9,33,42,18,23,8,15,4,6,87,105
20131217SACCHA,0021300364,SAC,CHA,CHA,total, ,240,35,78,8,17,17,24, ,5,37,42,26,26,9,15,6,4,95,-125
20131217PORCLE,0021300365,POR,CLE,POR,total, ,240,41,92,15,33,22,25, ,18,38,56,26,16,2,14,5,1,119,-185
20131217PORCLE,0021300365,POR,CLE,CLE,total, ,240,48,102,9,17,11,16, ,13,31,44,26,17,6,6,1,5,116,165
20131217LALMEM,0021300366,LAL,MEM,LAL,total, ,240,37,75,7,22,15,19, ,4,33,37,16,18,8,14,10,2,96,120
20131217LALMEM,0021300366,LAL,MEM,MEM,total, ,240,37,91,5,16,13,17, ,18,31,49,20,18,10,14,2,10,92,-140
20131217OKCDEN,0021300367,OKC,DEN,OKC,total, ,240,43,88,5,22,14,20, ,12,41,53,19,22,10,18,5,3,105,130
20131217OKCDEN,0021300367,OKC,DEN,DEN,total, ,240,36,87,5,19,16,22, ,13,30,43,25,20,9,15,3,5,93,-150
20131217NOPGSW,0021300368,NOP,GSW,NOP,total, ,240,33,88,5,18,22,30, ,12,32,44,22,20,8,10,3,2,93,350
20131217NOPGSW,0021300368,NOP,GSW,GSW,total, ,240,41,91,5,20,17,24, ,17,41,58,25,23,6,12,2,3,104,-450
20131218INDMIA,0021300369,IND,MIA,IND,total, ,240,32,73,5,14,25,28, ,6,30,36,13,21,9,14,2,0,94,150
20131218INDMIA,0021300369,IND,MIA,MIA,total, ,240,37,77,5,21,18,22, ,5,32,37,21,20,11,12,0,2,97,-170
20131218UTAORL,0021300370,UTA,ORL,UTA,total, ,240,33,82,8,21,12,15, ,11,36,47,19,17,5,16,10,6,86,130
20131218UTAORL,0021300370,UTA,ORL,ORL,total, ,240,28,86,7,15,19,20, ,13,35,48,12,18,7,10,6,10,82,-150
20131218CHATOR,0021300371,CHA,TOR,CHA,total, ,265,37,81,8,15,22,34, ,7,33,40,18,24,7,20,1,4,104,250
20131218CHATOR,0021300371,CHA,TOR,TOR,total, ,265,41,96,6,26,14,20, ,16,34,50,22,28,10,15,4,1,102,-300
20131218SACATL,0021300372,SAC,ATL,SAC,total, ,240,40,84,6,15,21,25, ,7,26,33,25,20,6,13,1,6,107,210
20131218SACATL,0021300372,SAC,ATL,ATL,total, ,240,47,81,15,25,15,18, ,9,35,44,38,21,7,16,6,1,124,-250
20131218DETBOS,0021300373,DET,BOS,DET,total, ,240,41,88,10,27,15,20, ,13,23,36,22,18,14,16,4,1,107,-110
20131218DETBOS,0021300373,DET,BOS,BOS,total, ,240,40,81,6,18,20,22, ,8,33,41,22,20,8,18,1,4,106,-110
20131218WASBKN,0021300374,WAS,BKN,WAS,total, ,240,38,88,12,20,25,30, ,19,32,51,19,22,9,16,6,5,113,170
20131218WASBKN,0021300374,WAS,BKN,BKN,total, ,240,39,74,9,21,20,24, ,5,26,31,28,24,8,14,5,6,107,-200
20131218NYKMIL,0021300375,NYK,MIL,NYK,total, ,290,38,101,17,41,14,19, ,14,37,51,26,31,11,12,6,5,107,-175
20131218NYKMIL,0021300375,NYK,MIL,MIL,total, ,290,34,82,8,22,25,35, ,13,41,54,13,25,4,20,5,6,101,155
20131218PORMIN,0021300376,POR,MIN,POR,total, ,240,40,94,14,40,15,19, ,10,35,45,19,27,5,13,4,1,109,130
20131218PORMIN,0021300376,POR,MIN,MIN,total, ,240,46,93,7,19,21,26, ,12,41,53,27,19,8,10,1,4,120,-150
20131218MEMDAL,0021300377,MEM,DAL,MEM,total, ,240,37,93,8,18,9,14, ,22,21,43,23,25,11,15,2,10,91,425
20131218MEMDAL,0021300377,MEM,DAL,DAL,total, ,240,40,73,5,15,20,23, ,11,31,42,25,16,11,15,10,2,105,-550
20131218SASPHX,0021300378,SAS,PHX,SAS,total, ,240,41,87,7,18,19,24, ,14,32,46,23,17,10,18,4,7,108,-160
20131218SASPHX,0021300378,SAS,PHX,PHX,total, ,240,38,82,7,15,18,24, ,13,29,42,16,24,8,19,7,4,101,140
20131218CHIHOU,0021300379,CHI,HOU,CHI,total, ,240,38,79,5,12,13,23, ,9,24,33,26,19,8,17,2,5,94,300
20131218CHIHOU,0021300379,CHI,HOU,HOU,total, ,240,44,82,8,22,13,16, ,9,28,37,23,22,8,13,5,2,109,-360
20131218NOPLAC,0021300380,NOP,LAC,NOP,total, ,240,37,93,7,20,14,20, ,18,37,55,26,22,6,11,1,8,95,500
20131218NOPLAC,0021300380,NOP,LAC,LAC,total, ,240,33,78,11,29,31,36, ,11,38,49,25,16,4,9,8,1,108,-700
20131219CHIOKC,0021300381,CHI,OKC,CHI,total, ,240,29,77,8,29,29,39, ,11,29,40,20,16,8,16,6,7,95,970
20131219CHIOKC,0021300381,CHI,OKC,OKC,total, ,240,43,84,9,15,12,14, ,8,35,43,26,27,12,16,7,6,107,-1400
20131219SASGSW,0021300382,SAS,GSW,SAS,total, ,240,40,89,11,27,13,19, ,9,30,39,21,11,10,19,2,4,104,250
20131219SASGSW,0021300382,SAS,GSW,GSW,total, ,240,42,90,8,31,10,11, ,13,34,47,26,21,14,24,4,2,102,-300
20131220BKNPHI,0021300383,BKN,PHI,BKN,total, ,265,42,85,15,33,21,30, ,5,31,36,36,18,10,16,5,2,120,200
20131220BKNPHI,0021300383,BKN,PHI,PHI,total, ,265,51,100,9,29,10,15, ,12,37,49,36,21,8,17,2,5,121,-240
20131220UTAATL,0021300384,UTA,ATL,UTA,total, ,240,35,94,3,18,12,15, ,17,32,49,21,17,6,15,8,7,85,290
20131220UTAATL,0021300384,UTA,ATL,ATL,total, ,240,45,86,10,26,18,24, ,10,36,46,32,20,10,10,7,8,118,-350
20131220MILCLE,0021300385,MIL,CLE,MIL,total, ,265,40,100,10,29,21,25, ,14,38,52,22,23,7,11,7,12,111,310
20131220MILCLE,0021300385,MIL,CLE,CLE,total, ,265,39,100,11,28,25,27, ,18,38,56,18,22,5,12,12,7,114,-380
20131220CHADET,0021300386,CHA,DET,CHA,total, ,240,44,84,3,10,25,28, ,10,33,43,19,17,12,12,10,10,116,210
20131220CHADET,0021300386,CHA,DET,DET,total, ,240,42,90,12,23,10,17, ,18,26,44,18,17,7,17,10,10,106,-250
20131220SACMIA,0021300387,SAC,MIA,SAC,total, ,240,43,74,7,22,10,24, ,7,25,32,25,16,14,20,1,3,103,500
20131220SACMIA,0021300387,SAC,MIA,MIA,total, ,240,51,83,10,23,10,14, ,7,32,39,32,16,15,17,3,1,122,-700
20131220HOUIND,0021300388,HOU,IND,HOU,total, ,240,32,84,4,22,13,24, ,12,24,36,10,18,11,14,6,7,81,200
20131220HOUIND,0021300388,HOU,IND,IND,total, ,240,43,81,12,26,16,22, ,9,41,50,29,21,11,17,7,6,114,-240
20131220TORDAL,0021300389,TOR,DAL,TOR,total, ,265,42,91,11,21,14,18, ,14,32,46,17,14,9,15,3,3,109,210
20131220TORDAL,0021300389,TOR,DAL,DAL,total, ,265,46,91,10,21,6,10, ,11,34,45,31,17,13,15,3,3,108,-250
20131220PHXDEN,0021300390,PHX,DEN,PHX,total, ,240,35,88,12,34,21,31, ,9,35,44,19,20,9,11,8,7,103,155
20131220PHXDEN,0021300390,PHX,DEN,DEN,total, ,240,35,85,4,17,25,29, ,11,42,53,18,27,5,16,7,8,99,-175
20131220MINLAL,0021300391,MIN,LAL,MIN,total, ,240,33,95,5,22,20,25, ,22,27,49,21,16,10,16,2,9,91,-250
20131220MINLAL,0021300391,MIN,LAL,LAL,total, ,240,42,78,7,19,13,15, ,7,36,43,27,19,7,19,9,2,104,210
20131221MEMNYK,0021300392,MEM,NYK,MEM,total, ,240,39,82,1,9,16,19, ,13,43,56,17,16,5,16,3,6,95,135
20131221MEMNYK,0021300392,MEM,NYK,NYK,total, ,240,33,79,6,22,15,23, ,6,23,29,21,15,12,7,6,3,87,-155
20131221WASBOS,0021300393,WAS,BOS,WAS,total, ,240,41,87,8,21,16,22, ,12,35,47,24,19,10,11,7,2,106,105
20131221WASBOS,0021300393,WAS,BOS,BOS,total, ,240,42,87,4,20,11,18, ,11,29,40,25,14,5,12,2,7,99,-125
20131221UTACHA,0021300394,UTA,CHA,UTA,total, ,240,32,83,10,21,14,18, ,12,32,44,19,18,9,7,3,9,88,165
20131221UTACHA,0021300394,UTA,CHA,CHA,total, ,240,36,83,2,12,11,16, ,14,36,50,16,17,1,11,9,3,85,-185
20131221SACORL,0021300395,SAC,ORL,SAC,total, ,240,39,79,12,23,15,23, ,12,32,44,17,23,8,15,4,6,105,130
20131221SACORL,0021300395,SAC,ORL,ORL,total, ,240,39,82,8,20,14,23, ,11,31,42,17,24,8,17,6,4,100,-150
20131221HOUDET,0021300396,HOU,DET,HOU,total, ,240,44,79,9,23,17,23, ,5,40,45,33,19,4,14,4,8,114,-120
20131221HOUDET,0021300396,HOU,DET,DET,total, ,240,40,89,1,12,16,26, ,11,26,37,22,17,8,8,8,4,97,100
20131221CLECHI,0021300397,CLE,CHI,CLE,total, ,240,36,90,4,18,8,9, ,11,25,36,21,20,6,9,4,5,84,135
20131221CLECHI,0021300397,CLE,CHI,CHI,total, ,240,37,69,10,15,16,24, ,9,40,49,27,14,4,21,5,4,100,-155
20131221PHIMIL,0021300398,PHI,MIL,PHI,total, ,240,38,93,10,23,20,22, ,17,27,44,25,22,6,17,1,9,106,120
20131221PHIMIL,0021300398,PHI,MIL,MIL,total, ,240,43,82,7,25,23,25, ,9,34,43,23,20,9,13,9,1,116,-140
20131221OKCSAS,0021300399,OKC,SAS,OKC,total, ,240,43,88,12,27,15,18, ,10,38,48,22,23,6,12,9,4,113,130
20131221OKCSAS,0021300399,OKC,SAS,SAS,total, ,240,35,82,9,19,21,26, ,7,30,37,25,18,7,11,4,9,100,-150
20131221DALPHX,0021300400,DAL,PHX,DAL,total, ,240,44,91,3,17,17,23, ,13,23,36,25,15,10,11,8,1,108,130
20131221DALPHX,0021300400,DAL,PHX,PHX,total, ,240,44,86,15,30,20,22, ,15,30,45,19,22,8,18,1,8,123,-150
20131221NOPPOR,0021300401,NOP,POR,NOP,total, ,240,44,94,6,17,13,19, ,16,32,48,22,21,5,11,3,3,107,320
20131221NOPPOR,0021300401,NOP,POR,POR,total, ,240,43,98,8,29,16,18, ,17,28,45,23,21,3,7,3,3,110,-400
20131221LALGSW,0021300402,LAL,GSW,LAL,total, ,240,26,80,4,20,27,33, ,12,38,50,11,18,8,24,5,5,83,900
20131221LALGSW,0021300402,LAL,GSW,GSW,total, ,240,38,98,12,31,14,19, ,16,39,55,19,24,14,16,5,5,102,-1400
20131221DENLAC,0021300403,DEN,LAC,DEN,total, ,240,31,88,6,30,23,29, ,15,35,50,16,26,12,18,3,8,91,320
20131221DENLAC,0021300403,DEN,LAC,LAC,total, ,240,39,86,13,33,21,31, ,11,35,46,26,20,9,17,8,3,112,-400
20131222BOSIND,0021300404,BOS,IND,BOS,total, ,240,32,84,6,14,9,13, ,6,35,41,16,22,6,16,9,5,79,700
20131222BOSIND,0021300404,BOS,IND,IND,total, ,240,41,83,9,19,15,22, ,9,44,53,28,18,8,13,5,9,106,-1000
20131222TOROKC,0021300405,TOR,OKC,TOR,total, ,240,36,91,8,20,24,29, ,12,30,42,22,29,7,13,2,7,104,475
20131222TOROKC,0021300405,TOR,OKC,OKC,total, ,240,28,76,7,23,35,36, ,13,34,47,17,28,7,19,7,2,98,-650
20131222MINLAC,0021300406,MIN,LAC,MIN,total, ,265,45,96,6,22,20,27, ,19,35,54,27,23,4,19,3,1,116,200
20131222MINLAC,0021300406,MIN,LAC,LAC,total, ,265,46,97,7,29,21,27, ,16,29,45,24,23,14,13,1,3,120,-240
20131223MILCHA,0021300407,MIL,CHA,MIL,total, ,265,42,97,10,28,16,17, ,12,39,51,29,23,8,12,8,7,110,240
20131223MILCHA,0021300407,MIL,CHA,CHA,total, ,265,43,99,10,17,15,20, ,9,34,43,30,17,2,8,7,8,111,-280
20131223DETCLE,0021300408,DET,CLE,DET,total, ,240,46,96,10,24,13,18, ,18,32,50,27,20,11,14,5,4,115,100
20131223DETCLE,0021300408,DET,CLE,CLE,total, ,240,34,88,8,28,16,24, ,13,26,39,20,16,5,19,4,5,92,-120
20131223NYKORL,0021300409,NYK,ORL,NYK,total, ,240,39,86,10,21,15,19, ,9,38,47,19,21,3,9,4,4,103,-125
20131223NYKORL,0021300409,NYK,ORL,ORL,total, ,240,37,89,8,25,16,22, ,12,32,44,24,21,4,9,4,4,98,105
20131223INDBKN,0021300410,IND,BKN,IND,total, ,240,38,83,9,28,18,19, ,8,38,46,16,20,12,17,3,4,103,-280
20131223INDBKN,0021300410,IND,BKN,BKN,total, ,240,29,76,6,26,22,25, ,9,27,36,21,19,6,18,4,3,86,240
20131223ATLMIA,0021300411,ATL,MIA,ATL,total, ,265,44,91,17,34,14,19, ,13,33,46,29,26,7,18,4,6,119,290
20131223ATLMIA,0021300411,ATL,MIA,MIA,total, ,265,46,91,10,29,19,29, ,13,31,44,20,19,8,13,6,4,121,-350
20131223DALHOU,0021300412,DAL,HOU,DAL,total, ,240,40,79,11,22,20,23, ,9,24,33,23,22,13,11,4,1,111,155
20131223DALHOU,0021300412,DAL,HOU,HOU,total, ,240,38,70,7,19,21,29, ,8,28,36,23,18,5,17,1,4,104,-175
20131223UTAMEM,0021300413,UTA,MEM,UTA,total, ,240,35,75,11,24,13,15, ,8,30,38,24,16,4,13,7,7,94,220
20131223UTAMEM,0021300413,UTA,MEM,MEM,total, ,240,39,83,11,20,15,20, ,11,29,40,24,15,9,6,7,7,104,-260
20131223TORSAS,0021300414,TOR,SAS,TOR,total, ,240,37,81,7,21,18,25, ,11,29,40,21,21,4,13,5,7,99,600
20131223TORSAS,0021300414,TOR,SAS,SAS,total, ,240,41,91,9,23,21,27, ,16,34,50,27,22,7,13,7,5,112,-800
20131223GSWDEN,0021300415,GSW,DEN,GSW,total, ,240,36,84,7,16,10,18, ,11,31,42,17,18,4,15,8,10,89,-125
20131223GSWDEN,0021300415,GSW,DEN,DEN,total, ,240,31,81,3,13,16,21, ,12,35,47,16,17,7,17,10,8,81,105
20131223LALPHX,0021300416,LAL,PHX,LAL,total, ,240,30,81,6,20,24,37, ,8,31,39,12,19,5,11,3,7,90,280
20131223LALPHX,0021300416,LAL,PHX,PHX,total, ,240,42,90,14,32,19,25, ,13,49,62,24,22,5,15,7,3,117,-340
20131223NOPSAC,0021300417,NOP,SAC,NOP,total, ,240,41,83,8,17,23,27, ,15,30,45,28,26,13,16,2,6,113,-110
20131223NOPSAC,0021300417,NOP,SAC,SAC,total, ,240,31,74,7,17,31,42, ,16,27,43,15,22,9,22,6,2,100,-110
20131225CHIBKN,0021300418,CHI,BKN,CHI,total, ,240,36,74,5,17,18,20, ,11,34,45,20,22,10,15,3,5,95,155
20131225CHIBKN,0021300418,CHI,BKN,BKN,total, ,240,25,71,5,17,23,31, ,13,26,39,11,19,7,16,5,3,78,-175
20131225OKCNYK,0021300419,OKC,NYK,OKC,total, ,240,45,84,13,24,20,26, ,8,38,46,32,21,8,10,3,2,123,475
20131225OKCNYK,0021300419,OKC,NYK,NYK,total, ,240,38,90,6,23,12,19, ,12,30,42,23,22,5,12,2,3,94,-650
20131225MIALAL,0021300420,MIA,LAL,MIA,total, ,240,41,80,9,27,10,17, ,7,36,43,29,20,9,12,2,4,101,-500
20131225MIALAL,0021300420,MIA,LAL,LAL,total, ,240,33,79,14,36,15,26, ,12,35,47,15,19,8,17,4,2,95,400
20131225HOUSAS,0021300421,HOU,SAS,HOU,total, ,240,45,86,12,24,9,18, ,11,39,50,28,16,3,10,9,9,111,290
20131225HOUSAS,0021300421,HOU,SAS,SAS,total, ,240,37,91,5,20,19,23, ,14,32,46,18,13,6,9,9,9,98,-350
20131225LACGSW,0021300422,LAC,GSW,LAC,total, ,240,40,81,4,18,19,23, ,6,32,38,22,24,6,13,9,4,103,130
20131225LACGSW,0021300422,LAC,GSW,GSW,total, ,240,40,95,10,24,15,22, ,16,33,49,27,22,8,13,4,9,105,-150
20131226ATLCLE,0021300423,ATL,CLE,ATL,total, ,290,51,103,11,34,14,19, ,10,32,42,33,24,13,21,5,8,127,-150
20131226ATLCLE,0021300423,ATL,CLE,CLE,total, ,290,49,94,8,21,19,26, ,11,34,45,22,19,9,22,8,5,125,130
20131226MEMHOU,0021300424,MEM,HOU,MEM,total, ,240,38,93,5,18,11,20, ,20,29,49,20,30,6,9,4,7,92,290
20131226MEMHOU,0021300424,MEM,HOU,HOU,total, ,240,31,71,5,24,33,40, ,7,34,41,17,19,3,9,7,4,100,-350
20131226SASDAL,0021300425,SAS,DAL,SAS,total, ,240,37,75,7,16,35,42, ,8,38,46,22,25,9,18,6,6,116,-150
20131226SASDAL,0021300425,SAS,DAL,DAL,total, ,240,39,85,5,17,24,31, ,9,32,41,18,26,12,14,6,6,107,130
20131226LACPOR,0021300426,LAC,POR,LAC,total, ,265,49,110,8,20,6,12, ,12,36,48,24,22,11,5,5,2,112,155
20131226LACPOR,0021300426,LAC,POR,POR,total, ,265,42,96,13,36,19,22, ,15,45,60,29,10,2,16,2,5,116,-175
20131227OKCCHA,0021300427,OKC,CHA,OKC,total, ,240,33,80,8,25,15,24, ,10,38,48,19,18,2,11,5,5,89,270
20131227OKCCHA,0021300427,OKC,CHA,CHA,total, ,240,30,80,9,23,16,20, ,9,34,43,20,18,5,8,5,5,85,-330
20131227DETORL,0021300428,DET,ORL,DET,total, ,240,39,95,5,18,9,18, ,19,29,48,16,22,6,15,5,2,92,-180
20131227DETORL,0021300428,DET,ORL,ORL,total, ,240,45,85,4,14,15,23, ,12,37,49,26,19,10,13,2,5,109,160
20131227MILBKN,0021300429,MIL,BKN,MIL,total, ,240,33,88,9,32,18,25, ,12,31,43,20,26,7,9,7,4,93,165
20131227MILBKN,0021300429,MIL,BKN,BKN,total, ,240,34,79,12,26,24,32, ,9,40,49,22,23,5,10,4,7,104,-190
20131227TORNYK,0021300430,TOR,NYK,TOR,total, ,240,31,73,10,28,23,33, ,15,35,50,21,20,6,16,4,5,95,-160
20131227TORNYK,0021300430,TOR,NYK,NYK,total, ,240,30,79,10,19,13,21, ,13,29,42,19,29,11,16,5,4,83,140
20131227WASMIN,0021300431,WAS,MIN,WAS,total, ,240,38,83,8,21,14,17, ,9,26,35,18,25,3,12,1,2,98,210
20131227WASMIN,0021300431,WAS,MIN,MIN,total, ,240,42,85,5,15,31,38, ,14,30,44,20,12,10,4,2,1,120,-250
20131227DENNOP,0021300432,DEN,NOP,DEN,total, ,240,33,82,6,23,17,24, ,11,31,42,19,15,10,17,4,8,89,130
20131227DENNOP,0021300432,DEN,NOP,NOP,total, ,240,42,89,11,24,10,15, ,15,38,53,28,21,10,16,8,4,105,-150
20131227LALUTA,0021300433,LAL,UTA,LAL,total, ,240,40,80,7,23,16,23, ,8,29,37,16,19,8,14,4,3,103,155
20131227LALUTA,0021300433,LAL,UTA,UTA,total, ,240,40,88,9,23,16,20, ,11,32,43,25,18,9,15,3,4,105,-175
20131227MIASAC,0021300434,MIA,SAC,MIA,total, ,265,38,86,11,32,16,21, ,4,31,35,23,23,9,16,5,4,103,-260
20131227MIASAC,0021300434,MIA,SAC,SAC,total, ,265,41,83,5,20,21,25, ,10,41,51,23,21,5,22,4,5,108,220
20131227PHXGSW,0021300435,PHX,GSW,PHX,total, ,240,32,89,4,23,18,23, ,16,25,41,12,22,9,17,4,4,86,220
